Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
B1,13/11/2022,17:30,Anderlecht,Genk,0,2,A,0,1,A,12,13,5,4,10,14,5,6,2,3,0,1
B1,13/11/2022,20:00,Kortrijk,Gent,0,4,A,0,2,A,8,19,3,10,8,15,8,6,2,0,1,1
B1,12/11/2022,15:00,Westerlo,Oostende,6,0,H,3,0,H,16,7,8,0,8,14,5,3,1,2,0,0
B1,12/11/2022,17:15,St Truiden,Cercle Brugge,0,1,A,0,0,D,12,6,1,1,13,11,10,2,0,4,1,1
B1,12/11/2022,17:15,Waregem,Eupen,5,5,D,2,3,A,19,16,9,8,12,8,11,2,2,2,0,0
B1,12/11/2022,19:45,Charleroi,Mechelen,0,5,A,,,,,,,,,,,,,,,
B1,11/11/2022,19:45,Oud-Heverlee Leuven,Seraing,5,0,H,4,0,H,25,4,14,1,11,8,14,3,1,6,0,1
B1,06/11/2022,12:30,Gent,Club Brugge,2,0,H,2,0,H,11,8,2,4,11,12,4,3,1,5,0,0
B1,06/11/2022,15:00,St. Gilloise,Westerlo,1,1,D,0,1,A,25,13,1,5,12,14,10,4,4,3,0,0
B1,06/11/2022,17:30,Antwerp,Anderlecht,0,0,D,0,0,D,14,4,3,1,13,13,4,1,2,3,0,0
B1,06/11/2022,20:00,Oostende,Kortrijk,3,1,H,1,1,D,22,8,9,4,13,15,8,6,3,3,0,1
B1,05/11/2022,15:00,Mechelen,Waregem,2,2,D,2,0,H,22,14,6,7,11,10,11,5,1,4,0,1
B1,05/11/2022,17:15,Cercle Brugge,Oud-Heverlee Leuven,2,1,H,1,1,D,8,9,4,4,8,14,6,6,2,2,0,0
B1,05/11/2022,17:15,Seraing,St Truiden,1,2,A,1,0,H,6,15,2,5,14,19,5,7,5,1,1,0
B1,05/11/2022,19:45,Eupen,Standard,2,0,H,0,0,D,13,8,5,4,13,10,7,2,0,3,1,1
B1,04/11/2022,19:45,Genk,Charleroi,4,1,H,2,0,H,13,6,8,2,3,7,5,4,1,1,0,0
B1,30/10/2022,12:30,Anderlecht,Eupen,4,2,H,2,1,H,19,12,8,2,15,6,10,4,2,2,0,0
B1,30/10/2022,15:00,Seraing,St. Gilloise,1,2,A,0,0,D,12,13,2,3,16,11,6,7,3,2,0,0
B1,30/10/2022,17:30,Oud-Heverlee Leuven,Gent,1,1,D,0,1,A,12,10,5,4,14,17,1,6,5,4,0,0
B1,30/10/2022,20:00,Charleroi,Antwerp,1,0,H,1,0,H,8,14,3,6,13,4,4,8,3,3,0,0
B1,29/10/2022,15:00,Waregem,Standard,0,3,A,0,0,D,6,18,3,7,13,11,4,10,1,1,1,0
B1,29/10/2022,17:15,Kortrijk,Cercle Brugge,1,1,D,0,1,A,14,16,5,3,17,16,3,6,4,2,0,0
B1,29/10/2022,17:15,Westerlo,St Truiden,2,3,A,0,2,A,11,13,3,4,5,9,4,2,4,3,0,0
B1,29/10/2022,19:45,Club Brugge,Oostende,4,2,H,2,0,H,16,6,6,3,5,13,4,2,2,2,0,0
B1,28/10/2022,19:45,Genk,Mechelen,3,1,H,1,1,D,14,10,6,5,9,15,8,7,2,2,1,0
B1,23/10/2022,12:30,Antwerp,Genk,1,3,A,1,2,A,20,8,4,5,10,19,8,4,1,1,0,0
B1,23/10/2022,15:00,Gent,Seraing,2,1,H,1,1,D,14,5,4,3,5,11,9,3,1,1,0,0
B1,23/10/2022,17:30,Standard,Anderlecht,5,0,H,,,,,,,,,,,,,,,
B1,23/10/2022,20:00,Oostende,Waregem,2,1,H,1,0,H,8,7,5,4,15,20,5,5,2,3,0,0
B1,22/10/2022,15:00,Kortrijk,Westerlo,0,2,A,0,0,D,6,18,3,5,11,14,6,6,0,2,1,0
B1,22/10/2022,17:15,Mechelen,Eupen,2,1,H,1,1,D,20,9,10,2,7,10,7,8,3,4,1,0
B1,22/10/2022,17:15,St Truiden,Oud-Heverlee Leuven,0,0,D,0,0,D,13,14,3,2,10,12,3,5,2,2,1,0
B1,22/10/2022,19:45,St. Gilloise,Club Brugge,2,2,D,1,2,A,6,13,4,2,8,9,4,4,4,2,1,0
B1,21/10/2022,19:45,Cercle Brugge,Charleroi,4,1,H,1,0,H,20,11,8,3,9,9,6,6,3,1,0,0
B1,20/10/2022,17:30,Antwerp,Oostende,3,0,H,1,0,H,17,6,4,2,15,17,7,3,1,2,0,0
B1,20/10/2022,19:45,Waregem,Anderlecht,3,2,H,1,1,D,12,11,5,4,19,14,5,5,8,1,0,1
B1,19/10/2022,17:30,St. Gilloise,Gent,2,0,H,1,0,H,17,2,3,2,7,13,3,4,1,2,0,1
B1,19/10/2022,19:45,Club Brugge,St Truiden,3,0,H,1,0,H,12,7,7,2,14,14,8,1,2,2,0,1
B1,19/10/2022,19:45,Mechelen,Standard,2,0,H,0,0,D,14,8,7,1,9,9,8,5,1,2,0,0
B1,18/10/2022,17:30,Charleroi,Kortrijk,2,2,D,2,0,H,11,12,5,6,22,7,4,9,3,1,0,0
B1,18/10/2022,17:30,Eupen,Oud-Heverlee Leuven,4,2,H,2,2,D,22,8,9,4,10,11,6,3,3,2,0,0
B1,18/10/2022,19:45,Genk,Westerlo,6,1,H,5,1,H,23,6,10,5,8,7,7,1,1,0,0,1
B1,18/10/2022,19:45,Seraing,Cercle Brugge,0,1,A,0,1,A,5,13,3,2,13,20,1,1,5,3,1,0
B1,16/10/2022,12:30,Standard,Antwerp,3,0,H,3,0,H,6,13,4,2,14,14,2,6,2,3,0,0
B1,16/10/2022,15:00,Gent,Mechelen,3,0,H,1,0,H,19,8,9,1,12,14,5,2,1,3,0,1
B1,16/10/2022,17:30,Anderlecht,Club Brugge,0,1,A,0,0,D,12,11,4,4,15,15,6,7,1,3,0,1
B1,16/10/2022,20:00,Oostende,St. Gilloise,1,6,A,0,2,A,11,17,3,8,10,9,6,4,2,2,0,0
B1,15/10/2022,15:00,Kortrijk,Waregem,1,3,A,1,0,H,8,15,5,8,14,16,3,5,4,4,0,0
B1,15/10/2022,17:15,Cercle Brugge,Eupen,5,1,H,3,1,H,18,2,10,2,20,9,2,2,2,2,0,0
B1,15/10/2022,17:15,St Truiden,Charleroi,2,1,H,1,0,H,10,7,3,2,11,14,4,4,1,2,0,0
B1,15/10/2022,19:45,Oud-Heverlee Leuven,Genk,0,1,A,0,1,A,19,13,7,1,9,15,11,9,3,2,0,1
B1,14/10/2022,19:45,Westerlo,Seraing,2,2,D,2,1,H,10,2,3,2,10,10,5,2,0,1,0,0
B1,09/10/2022,12:30,Mechelen,Anderlecht,1,3,A,1,0,H,19,13,3,7,11,13,5,7,1,4,0,0
B1,09/10/2022,15:00,Eupen,Gent,0,4,A,0,2,A,10,13,1,6,15,15,6,9,2,2,0,0
B1,09/10/2022,17:30,Charleroi,Standard,0,1,A,0,1,A,10,4,3,1,19,14,3,1,3,4,1,2
B1,09/10/2022,20:00,St. Gilloise,Cercle Brugge,2,1,H,1,0,H,17,13,7,5,10,7,3,4,0,1,0,0
B1,08/10/2022,15:00,Genk,Kortrijk,2,1,H,1,0,H,28,6,7,2,12,13,10,3,4,0,0,0
B1,08/10/2022,17:15,Seraing,Oostende,1,1,D,0,0,D,13,13,2,2,11,10,3,9,1,1,1,0
B1,08/10/2022,17:15,Waregem,Oud-Heverlee Leuven,2,5,A,1,0,H,11,14,2,7,15,9,4,6,6,2,0,0
